# Wordlist

# DATA
ID	DOCULECT	CONCEPT	GLOTTOCODE	CONCEPTICON_ID	VALUE	FORM	TOKENS	VARIANTS	SOURCE	COGID	LOAN	COGNACY
7521	Austral_1213	smoke	aust1304	778	au auahi	au auahi	a u _ a u a h i		Tamaititahio-1213-2015	495	False	2
4649	Tuamotuan_246	smoke	tuam1242	778	auahi	auahi	a u a h i	au	POLLEX	495	False	2
#
142	NorthMarquesan_38	snake	nort2845	730	puhi henua	puhi henua	p u h i _ h e n u a		POLLEX	349	False	
414	Hawaiian_52	snake	hawa1245	730	naheka	naheka	n a h e k a		71458	776	True	
955	Maori_85	snake	maor1246	730	naakahi	naakahi	n aː k a h i		Biggs-85-2005	1440	True	
1481	Austral_128	snake	aust1304	730	ooʔii	ooʔii	oː ʔ iː		Meyer-128-2005	583	True	27
4471	Sikaiana_243	snake	sika1261	730	sineki	sineki	s i n e k i		POLLEX	845	True	
2776	Tahitian_173	snake	tahi1242	730	'oofii	'oofii	ʔ oː f iː		Clark-173-2005	583	True	27
#
137	NorthMarquesan_38	spider	nort2845	843	puna/vèevèe/	vèevèe	v ʔ e e v ʔ e e	puna/vèevèe/ // puka/vèevèe/ // puka/vèevèe/ // punavèevèe // pukavèevèe	POLLEX	66	False	1,57
410	Hawaiian_52	spider	hawa1245	843	lanalana	lanalana	l a n a l a n a		71458	772	False	
4700	Tuamotuan_246	spider	tuam1242	843	tukutuku	tukutuku	t u k u t u k u		POLLEX	911	False	5
4225	Mangareva_239	spider	mang1401	843	pūngawerewere	pūngawerewere	p uː ŋ a w e r e w e r e	puga/verevere/ // puga/verevere/ // pugaverevere	POLLEX	66	False	1,57
951	Maori_85	spider	maor1246	843	pungaawerewere	pungaawerewere	p u ŋ aː w e r e w e r e		Biggs-85-2005	66	False	1,57
1477	Austral_128	spider	aust1304	843	ʔapuamaʔamaʔa	ʔapuamaʔamaʔa	ʔ a p u a m a ʔ a m a ʔ a		Meyer-128-2005	356	False	
4468	Sikaiana_243	spider	sika1261	843	velevele	velevele	v e l e v e l e		POLLEX	66	False	1,57
2772	Tahitian_173	spider	tahi1242	843	tuutuurahonui	tuutuurahonui	t uː t uː r a h o n u i		Clark-173-2005	911	False	5,39
7551	Austral_1213	spider	aust1304	843	tuʔunui	tuʔunui	t u ʔ u n u i		Tamaititahio-1213-2015	911	False	5,39
5705	Rapanui_264	spider	rapa1244	843	hônu	hônu	h ʔ oː n u		POLLEX	911	False	5,39
#
112	NorthMarquesan_38	star	nort2845	1430	fettoe	fettoe	f e t t o e	fetuu // hetuu	POLLEX	67	False	1
388	Hawaiian_52	star	hawa1245	1430	hōkū	hōkū	h oː k uː		71458	67	False	1
1455	Austral_128	star	aust1304	1430	fetiʔa	fetiʔa	f e t i ʔ a		Meyer-128-2005	67	True	1
4674	Tuamotuan_246	star	tuam1242	1430	hetuu	hetuu	h e t uː	fetuu	POLLEX	67	False	1
4200	Mangareva_239	star	mang1401	1430	'etu	'etu	ʔ e t u		POLLEX	67	False	1
928	Maori_85	star	maor1246	1430	whetuu	fetuː	f e t uː		Biggs-85-2005	67	False	1
5683	Rapanui_264	star	rapa1244	1430	hetu'u	hetu'u	h e t u ʔ u		POLLEX	67	False	1
4446	Sikaiana_243	star	sika1261	1430	hetū	hetū	h e t uː		POLLEX	67	False	1
2751	Tahitian_173	star	tahi1242	1430	feti'a	feti'a	f e t i ʔ a		Clark-173-2005	67	False	1
7535	Austral_1213	star	aust1304	1430	hetiʔa	hetiʔa	h e t i ʔ a		Tamaititahio-1213-2015	67	True	1
#
185	NorthMarquesan_38	stick/wood	nort2845	1295	àkau	àkau	ʔ a k a u		POLLEX	68	False	1
443	Hawaiian_52	stick/wood	hawa1245	1295	lā'au	lā'au	l aː ʔ a u		71458	68	False	1
983	Maori_85	stick/wood	maor1246	1295	raa|kau	raːkau	r aː k a u		Biggs-85-2005	68	False	1
4263	Mangareva_239	stick/wood	mang1401	1295	rakau	rakau	r a k a u	rakau	POLLEX	68	False	1
1519	Austral_128	stick/wood	aust1304	1295	raaʔau	raaʔau	r aː ʔ a u		Meyer-128-2005	68	False	1
5742	Rapanui_264	stick/wood	rapa1244	1295	miro	miro	m i r o		POLLEX	982	False	
4501	Sikaiana_243	stick/wood	sika1261	1295	laakau	laakau	l aː k a u		POLLEX	68	False	1
2805	Tahitian_173	stick/wood	tahi1242	1295	raa'au	raa'au	r aː ʔ a u		Clark-173-2005	68	False	1
4739	Tuamotuan_246	stick/wood	tuam1242	1295	raakau	raakau	r aː k a u		POLLEX	68	False	1
#
125	NorthMarquesan_38	stone	nort2845	857	ke'a	ke'a	k e ʔ a		POLLEX	727	False	38
126	NorthMarquesan_38	stone	nort2845	857	hatu-keàa	hatu-keàa	h a t u + k e ʔ a a		POLLEX	69	False	1,38
399	Hawaiian_52	stone	hawa1245	857	pōhaku	pōhaku	p oː h a k u		71458	69	False	1,19
4688	Tuamotuan_246	stone	tuam1242	857	poofatu	poofatu	p oː f a t u		POLLEX	69	False	1,19
4689	Tuamotuan_246	stone	tuam1242	857	hatu	hatu	h a t u	fatu	POLLEX	69	False	1
4213	Mangareva_239	stone	mang1401	857	po'atu	po'atu	p o ʔ a t u	poàtu	POLLEX	69	False	1,19
939	Maori_85	stone	maor1246	857	koowhatu	koːfatu	k oː f a t u		Biggs-85-2005	69	False	1,39
1466	Austral_128	stone	aust1304	857	poʔatu	poʔatu	p o ʔ a t u		Meyer-128-2005	69	False	1,19
1467	Austral_128	stone	aust1304	857	ʔooʔaʔi	ʔooʔaʔi	ʔ oː ʔ a ʔ i		Meyer-128-2005	628	False	3
4455	Sikaiana_243	stone	sika1261	857	hatu	hatu	h a t u		POLLEX	69	False	1
2762	Tahitian_173	stone	tahi1242	857	'oofa'i	'oofa'i	ʔ oː f a ʔ i		Clark-173-2005	628	False	3
5693	Rapanui_264	stone	rapa1244	857	ma'ea	ma'ea	m a ʔ e a	maka	POLLEX	750	False	4
7543	Austral_1213	stone	aust1304	857	ʔohai	ʔohai	ʔ o h a i		Tamaititahio-1213-2015	628	True	3
#
143	NorthMarquesan_38	tail	nort2845	1220	vèo	vèo	v ʔ e o		POLLEX	136	False	10
144	NorthMarquesan_38	tail	nort2845	1220	hiku	hiku	h i k u	iku	POLLEX	297	False	13
415	Hawaiian_52	tail	hawa1245	1220	huelo	huelo	h u e l o		71458	136	False	10
4704	Tuamotuan_246	tail	tuam1242	1220	vaero	vaero	v a e r o		POLLEX	136	False	10
4705	Tuamotuan_246	tail	tuam1242	1220	hiku	hiku	h i k u		POLLEX	297	False	13
4229	Mangareva_239	tail	mang1401	1220	ave	ave	a v e		POLLEX	790	False	
4230	Mangareva_239	tail	mang1401	1220	vero	vero	v e r o		POLLEX	136	False	10
4231	Mangareva_239	tail	mang1401	1220	ìku	ìku	ʔ i k u	iku	POLLEX	297	False	13
956	Maori_85	tail	maor1246	1220	whiore	fiore	f i o r e		Biggs-85-2005	173	False	10?
1482	Austral_128	tail	aust1304	1220	vero	vero	v e r o	aero	Meyer-128-2005	136	False	10
1483	Austral_128	tail	aust1304	1220	ʔuʔu	ʔuʔu	ʔ u ʔ u		Meyer-128-2005	319	False	13?
4472	Sikaiana_243	tail	sika1261	1220	muisuki	muisuki	m u i s u k i		POLLEX	319	False	13?
2777	Tahitian_173	tail	tahi1242	1220	'itere	'itere	ʔ i t e r e		Clark-173-2005	596	False	
2778	Tahitian_173	tail	tahi1242	1220	hi'u	hi'u	h i ʔ u		Clark-173-2005	297	False	13
2779	Tahitian_173	tail	tahi1242	1220	'aero	'aero	ʔ a e r o		Clark-173-2005	136	False	10
5709	Rapanui_264	tail	rapa1244	1220	hiku	hiku	h i k u		POLLEX	297	False	13
#
38	NorthMarquesan_38	that	nort2845	78	te'aa	te'aa	t e ʔ aː	ia'a // na // tena	POLLEX	70	False	1
332	Hawaiian_52	that	hawa1245	78	na	na	n a	kēnā	71458	70	False	1
333	Hawaiian_52	that	hawa1245	78	la	la	l a	kēlā	71458	666	False	
875	Maori_85	that	maor1246	78	teeraa	teeraa	t eː r aː		Biggs-85-2005	1366	False	
876	Maori_85	that	maor1246	78	teenaa	teenaa	t eː n aː		Biggs-85-2005	70	False	1
1398	Austral_128	that	aust1304	78	teeraa	teeraa	t eː r aː		Meyer-128-2005	312	False	
2699	Tahitian_173	that	tahi1242	78	teeraa	teeraa	t eː r aː		Clark-173-2005	579	False	
4610	Tuamotuan_246	that	tuam1242	78	aua	aua	a u a	taua	POLLEX	1470	False	x
5618	Rapanui_264	that	rapa1244	78	era	era	e r a		POLLEX	965	False	
#
215	NorthMarquesan_38	thatch/roof	nort2845	2100	hatu	hatu	h a t u	ato	POLLEX	71	False	1
462	Hawaiian_52	thatch/roof	hawa1245	2100	ako	ako	a k o		71458	71	False	1
4766	Tuamotuan_246	thatch/roof	tuam1242	2100	ato	ato	a t o		POLLEX	71	False	1
1000	Maori_85	thatch/roof	maor1246	2100	raurau	raurau	r a u r a u		Biggs-85-2005	959	False	55?
4288	Mangareva_239	thatch/roof	mang1401	2100	ato	ato	a t o		POLLEX	71	False	1
1539	Austral_128	thatch/roof	aust1304	2100	taapoʔi ʔare	taapoʔi ʔare	t aː p o ʔ i _ ʔ a r e		Meyer-128-2005	137	False	10
5764	Rapanui_264	thatch/roof	rapa1244	2100	ato	ato	a t o	àto	POLLEX	71	False	1
4287	Mangareva_239	thatch/roof	mang1401	2100	paku	paku	p a k u		POLLEX	807	False	
4518	Sikaiana_243	thatch/roof	sika1261	2100	ato	ato	a t o		POLLEX	71	False	1
4519	Sikaiana_243	thatch/roof	sika1261	2100	inaki	inaki	i n a k i		POLLEX	194	False	11
2824	Tahitian_173	thatch/roof	tahi1242	2100	taapo'i fare	taapo'i fare	t aː p o ʔ i _ f a r e		Clark-173-2005	137	False	10
7594	Austral_1213	thatch/roof	aust1304	2100	haGe niʔau	haGe niʔau	h a ɢ e _ n i ʔ a u		Tamaititahio-1213-2015	1292	False	
#
24	NorthMarquesan_38	they	nort2845	817	'atou	'atou	ʔ a t o u		POLLEX	72	False	1, 72
318	Hawaiian_52	they	hawa1245	817	lākou	lākou	l aː k o u		71458	72	False	1, 72
319	Hawaiian_52	they	hawa1245	817	lāua	lāua	l aː u a		71458	1471	False	x
4123	Mangareva_239	they	mang1401	817	rātou	rātou	r aː t o u		POLLEX	1236	False	72
4124	Mangareva_239	they	mang1401	817	rāua	rāua	r aː u a		POLLEX	72	False	1
861	Maori_85	they	maor1246	817	raatou	raatou	r aː t o u		Biggs-85-2005	72	False	1, 72
862	Maori_85	they	maor1246	817	raaua	raaua	r aː u a		Biggs-85-2005	1471	False	x
1382	Austral_128	they	aust1304	817	raatou	raatou	r aː t o u		Meyer-128-2005	72	False	1, 72
1383	Austral_128	they	aust1304	817	raaua	raaua	r aː u a		Meyer-128-2005	1471	False	x
4385	Sikaiana_243	they	sika1261	817	lāua	lāua	l aː u a		POLLEX	1471	False	x
4386	Sikaiana_243	they	sika1261	817	lātou	lātou	l aː t o u		POLLEX	72	False	1, 72
2684	Tahitian_173	they	tahi1242	817	raatou	raatou	r aː t o u		Clark-173-2005	72	False	1, 72
2685	Tahitian_173	they	tahi1242	817	raaua	raaua	r aː u a		Clark-173-2005	1471	False	x
5607	Rapanui_264	they	rapa1244	817	raúa	raúa	r a ʔ u a		POLLEX	1471	False	x
7478	Austral_1213	they	aust1304	817	Gāua	Gāua	ɢ aː u a		Tamaititahio-1213-2015	1471	False	x
7477	Austral_1213	they	aust1304	817	Gātou	Gātou	ɢ aː t o u		Tamaititahio-1213-2015	72	False	1, 72
#
69	NorthMarquesan_38	thick	nort2845	1244	moto'u	moto'u	m o t o ʔ u		POLLEX	629	False	3
357	Hawaiian_52	thick	hawa1245	1244	mākolukolu	mākolukolu	m aː k o l u k o l u		71458	629	False	3
4633	Tuamotuan_246	thick	tuam1242	1244	tuʔatuʔa	tuʔatuʔa	t u ʔ a t u ʔ a		POLLEX	138	False	10
899	Maori_85	thick	maor1246	1244	matotoru	matotoru	m a t o t o r u		Biggs-85-2005	629	False	3
5645	Rapanui_264	thick	rapa1244	1244	eepe	eepe	eː p e		POLLEX	970	True	
5646	Rapanui_264	thick	rapa1244	1244	matoru	matoru	m a t o r u		POLLEX	629	False	3
1425	Austral_128	thick	aust1304	1244	tuetue	tuetue	t u e t u e		Meyer-128-2005	138	False	10
4417	Sikaiana_243	thick	sika1261	1244	maatoru	maatoru	m aː t o r u		POLLEX	629	False	3
4160	Mangareva_239	thick	mang1401	1244	mātoru	mātoru	m aː t o r u	matoru	POLLEX	629	False	3
2722	Tahitian_173	thick	tahi1242	1244	me'ume'u	me'ume'u	m e ʔ u m e ʔ u		Clark-173-2005	737	False	39
7509	Austral_1213	thick	aust1304	1244	meʔumeʔu	meʔumeʔu	m e ʔ u m e ʔ u		Tamaititahio-1213-2015	737	False	39
#
70	NorthMarquesan_38	thin	nort2845	2308	piáhiáhi	piáhiáhi	p i ʔ a h i ʔ a h i	áhiáhi	POLLEX	912	False	5
71	NorthMarquesan_38	thin	nort2845	2308	ákiaki	ákiaki	ʔ a k i a k i		POLLEX	428	False	18
72	NorthMarquesan_38	thin	nort2845	2308	kahikahi	kahikahi	k a h i k a h i		POLLEX	1027	False	5?
358	Hawaiian_52	thin	hawa1245	2308	lahi	lahi	l a h i		71458	912	False	5
4634	Tuamotuan_246	thin	tuam1242	2308	rahi	rahi	r a h i		POLLEX	912	False	5
900	Maori_85	thin	maor1246	2308	rahirahi	rahirahi	r a h i r a h i		Biggs-85-2005	912	False	5
1426	Austral_128	thin	aust1304	2308	rairai	rairai	r a i r a i		Meyer-128-2005	912	False	5
5647	Rapanui_264	thin	rapa1244	2308	ra'i	ra'i	r a ʔ i		POLLEX	912	False	5
4418	Sikaiana_243	thin	sika1261	2308	tualiki	tualiki	t u a l i k i		POLLEX	671	False	34
4161	Mangareva_239	thin	mang1401	2308	rikiriki	rikiriki	r i k i r i k i		POLLEX	779	False	
2723	Tahitian_173	thin	tahi1242	2308	rairai	rairai	r a i r a i		Clark-173-2005	912	False	5
7510	Austral_1213	thin	aust1304	2308	GaiGai	GaiGai	ɢ a i ɢ a i		Tamaititahio-1213-2015	912	False	5
#
39	NorthMarquesan_38	this	nort2845	1214	tenei	tenei	t e n e i		POLLEX	1189	False	7,1
334	Hawaiian_52	this	hawa1245	1214	nei	nei	n e i		71458	74	False	1
335	Hawaiian_52	this	hawa1245	1214	kēia	kēia	k eː i a		71458	667	False	
877	Maori_85	this	maor1246	1214	teenei	teenei	t eː n e i		Biggs-85-2005	1189	False	7,1
4135	Mangareva_239	this	mang1401	1214	tenei	tenei	t e n e i		POLLEX	1189	False	7,1
1399	Austral_128	this	aust1304	1214	teie	teie	t e i e		Meyer-128-2005	313	False	
4399	Sikaiana_243	this	sika1261	1214	te nei	te nei	t e _ n e i		POLLEX	1189	False	7,1
2700	Tahitian_173	this	tahi1242	1214	teie	teie	t e i e		Clark-173-2005	589	False	
4611	Tuamotuan_246	this	tuam1242	1214	te/ia	te	t e	te/ia	POLLEX	862	False	
5619	Rapanui_264	this	rapa1244	1214	nei	nei	n e i	me'e-nei	POLLEX	74	False	1
#
31	NorthMarquesan_38	thou	nort2845	1215	'oe	'oe	ʔ o e	'oe // koe // koe	POLLEX	75	False	1
32	NorthMarquesan_38	thou	nort2845	1215	ko'ua	ko'ua	k o ʔ u a		POLLEX	1473	False	x
327	Hawaiian_52	thou	hawa1245	1215	'oe	'oe	ʔ o e		71458	75	False	1
870	Maori_85	thou	maor1246	1215	koe	koe	k o e		Biggs-85-2005	75	False	1
4130	Mangareva_239	thou	mang1401	1215	koe	koe	k o e	koe // koe	POLLEX	75	False	1
1392	Austral_128	thou	aust1304	1215	ʔoe	ʔoe	ʔ o e		Meyer-128-2005	75	False	1
4394	Sikaiana_243	thou	sika1261	1215	koe	koe	k o e	koe	POLLEX	75	False	1
5612	Rapanui_264	thou	rapa1244	1215	kou	kou	k o u		POLLEX	75	False	1
2693	Tahitian_173	thou	tahi1242	1215	'oe	'oe	ʔ o e		Clark-173-2005	75	False	1
4604	Tuamotuan_246	thou	tuam1242	1215	koe	koe	k o e	koe	POLLEX	75	False	1
7487	Austral_1213	thou	aust1304	1215	ʔoe	ʔoe	ʔ o e		Tamaititahio-1213-2015	75	False	1
#
108	NorthMarquesan_38	thunder	nort2845	1150	pha too tee	pha too tee	p h a _ t oː _ t eː	hatutiì	POLLEX	336	False	14
384	Hawaiian_52	thunder	hawa1245	1150	hekili	hekili	h e k i l i		71458	336	False	14
4196	Mangareva_239	thunder	mang1401	1150	atutiri	atutiri	a t u t i r i	atutiri	POLLEX	336	False	14
924	Maori_85	thunder	maor1246	1150	whatitiri	fatitiri	f a t i t i r i		Biggs-85-2005	336	False	14
5677	Rapanui_264	thunder	rapa1244	1150	patiri	patiri	p a t i r i		POLLEX	336	False	14
1451	Austral_128	thunder	aust1304	1150	paatiri	paatiri	p aː t i r i		Meyer-128-2005	336	False	14
4442	Sikaiana_243	thunder	sika1261	1150	mana	mana	m a n a		POLLEX	719	False	37
2747	Tahitian_173	thunder	tahi1242	1150	paatiri	paatiri	p aː t i r i		Clark-173-2005	336	False	14
4668	Tuamotuan_246	thunder	tuam1242	1150	fatutiri	fatutiri	f a t u t i r i		POLLEX	336	False	14
7532	Austral_1213	thunder	aust1304	1150	pātiGi	pātiGi	p aː t i ɢ i		Tamaititahio-1213-2015	336	False	14
#
243	NorthMarquesan_38	to bite	nort2845	1403	nahu	nahu	n a h u	nennahhu // kakahu	POLLEX	1190	False	7
484	Hawaiian_52	to bite	hawa1245	1403	nahu	nahu	n a h u		71458	1190	False	7
4792	Tuamotuan_246	to bite	tuam1242	1403	kati	kati	k a t i		POLLEX	76	False	1,55
1021	Maori_85	to bite	maor1246	1403	ngau	ngau	ŋ a u		Biggs-85-2005	1190	False	7
4540	Sikaiana_243	to bite	sika1261	1403	nunu	nunu	n u n u		POLLEX	1323	False	8
4316	Mangareva_239	to bite	mang1401	1403	eti	eti	e t i		POLLEX	76	False	1,55
1567	Austral_128	to bite	aust1304	1403	ʔooʔiniʔini	ʔooʔiniʔini	ʔ oː ʔ i n i ʔ i n i		Meyer-128-2005	337	False	14
1568	Austral_128	to bite	aust1304	1403	paʔati	paʔati	p a ʔ a t i		Meyer-128-2005	76	False	1,55
5788	Rapanui_264	to bite	rapa1244	1403	gau	gau	g a u		POLLEX	1190	False	7
2848	Tahitian_173	to bite	tahi1242	1403	hohoni	hohoni	h o h o n i		Clark-173-2005	337	False	14
#
105	NorthMarquesan_38	to blow	nort2845	175	puhi	puhi	p u h i		POLLEX	1048	False	6
380	Hawaiian_52	to blow	hawa1245	175	pā	pā	p aː		71458	1191	False	7
381	Hawaiian_52	to blow	hawa1245	175	puhi	puhi	p u h i		71458	1048	False	6
4660	Tuamotuan_246	to blow	tuam1242	175	puhi	puhi	p u h i		POLLEX	1048	False	6
4662	Tuamotuan_246	to blow	tuam1242	175	harara	harara	h a r a r a	farara	POLLEX	1403	False	9
4663	Tuamotuan_246	to blow	tuam1242	175	aŋi	aŋi	a ŋ i		POLLEX	1324	False	8
4191	Mangareva_239	to blow	mang1401	175	pu'i	pu'i	p u ʔ i	puì	POLLEX	1048	False	6
4192	Mangareva_239	to blow	mang1401	175	agi(agi)	agi	a g i		POLLEX	1474	False	x
7529	Austral_1213	to blow	aust1304	175	pupuhi	pupuhi	p u p u h i		Tamaititahio-1213-2015	1048	False	6
920	Maori_85	to blow	maor1246	175	pupuhi	pupuhi	p u p u h i		Biggs-85-2005	1048	False	6
921	Maori_85	to blow	maor1246	175	hua	hua	h u a		Biggs-85-2005	1028	False	5?
5672	Rapanui_264	to blow	rapa1244	175	puhi	puhi	p u h i		POLLEX	1048	False	6
1448	Austral_128	to blow	aust1304	175	farara	farara	f a r a r a		Meyer-128-2005	1403	True	9
4439	Sikaiana_243	to blow	sika1261	175	ani/ani	ani	a n i	ani/ani	POLLEX	1324	False	8
1447	Austral_128	to blow	aust1304	175	puʔi	puʔi	p u ʔ i		Meyer-128-2005	1048	False	6
2743	Tahitian_173	to blow	tahi1242	175	puhi	puhi	p u h i		Clark-173-2005	1048	False	6
2744	Tahitian_173	to blow	tahi1242	175	farara	farara	f a r a r a		Clark-173-2005	1403	False	9
4661	Tuamotuan_246	to blow	tuam1242	175	paa	paa	p aː		POLLEX	1191	False	7
#
259	NorthMarquesan_38	to breathe	nort2845	1407	ha	ha	h a		POLLEX	196	False	11
260	NorthMarquesan_38	to breathe	nort2845	1407	menava	menava	m e n a v a		POLLEX	77	False	1
499	Hawaiian_52	to breathe	hawa1245	1407	hanu	hanu	h a n u		71458	196	False	11
500	Hawaiian_52	to breathe	hawa1245	1407	aho	aho	a h o		71458	1404	False	9
4808	Tuamotuan_246	to breathe	tuam1242	1407	manava	manava	m a n a v a		POLLEX	77	False	1
4809	Tuamotuan_246	to breathe	tuam1242	1407	ŋaa	ŋaa	ŋ aː		POLLEX	139	False	10
1034	Maori_85	to breathe	maor1246	1407	whakataa	fakataː	f a k a t aː		Biggs-85-2005	196	False	11
1582	Austral_128	to breathe	aust1304	1407	ʔuti i te aʔo	ʔuti i te aʔo	ʔ u t i _ i _ t e _ a ʔ o		Meyer-128-2005	1404	False	9
5802	Rapanui_264	to breathe	rapa1244	1407	haa	haa	h aː		POLLEX	196	False	11
2863	Tahitian_173	to breathe	tahi1242	1407	huti i te aho	huti i te aho	h u t i _ i _ t e _ a h o		Clark-173-2005	1404	False	9
4330	Mangareva_239	to breathe	mang1401	1407	'au	'au	ʔ a u		POLLEX	825	False	
7628	Austral_1213	to breathe	aust1304	1407	huti te aho	huti te aho	h u t i _ t e _ a h o		Tamaititahio-1213-2015	1404	False	9
4554	Sikaiana_243	to breathe	sika1261	1407	maanava	maanava	m aː n a v a		POLLEX	77	False	1
#
93	NorthMarquesan_38	to burn	nort2845	2102	hakau'a	hakau'a	h a k a u ʔ a		POLLEX	630	False	3
94	NorthMarquesan_38	to burn	nort2845	2102	tutu	tutu	t u t u		POLLEX	1049	False	6
371	Hawaiian_52	to burn	hawa1245	2102	kuni	kuni	k u n i		71458	1192	False	7
372	Hawaiian_52	to burn	hawa1245	2102	'ā	'ā	ʔ aː		71458	1091	False	62
4651	Tuamotuan_246	to burn	tuam1242	2102	tahu	tahu	t a h u		POLLEX	1325	False	8
913	Maori_85	to burn	maor1246	2102	tahu	tahu	t a h u		Biggs-85-2005	1325	False	8
5663	Rapanui_264	to burn	rapa1244	2102	tutu	tutu	t u t u		POLLEX	1049	False	6
1438	Austral_128	to burn	aust1304	2102	ʔaʔaʔama	ʔaʔaʔama	ʔ a ʔ a ʔ a m a		Meyer-128-2005	351	False	
4431	Sikaiana_243	to burn	sika1261	2102	tutu	tutu	t u t u		POLLEX	1049	False	6
4432	Sikaiana_243	to burn	sika1261	2102	tuunia	tuunia	t uː n i a		POLLEX	1192	False	7
4178	Mangareva_239	to burn	mang1401	2102	ka'a	ka'a	k a ʔ a		POLLEX	1091	False	62
4179	Mangareva_239	to burn	mang1401	2102	tutu	tutu	t u t u		POLLEX	1049	False	6
4180	Mangareva_239	to burn	mang1401	2102	ta'u	ta'u	t a ʔ u		POLLEX	1325	False	8
2736	Tahitian_173	to burn	tahi1242	2102	tutu'i	tutu'i	t u t u ʔ i		Clark-173-2005	1192	False	7
4650	Tuamotuan_246	to burn	tuam1242	2102	tuŋi	tuŋi	t u ŋ i		POLLEX	1192	False	7
7522	Austral_1213	to burn	aust1304	2102	tutuʔi	tutuʔi	t u t u ʔ i		Tamaititahio-1213-2015	1192	False	7
#
168	NorthMarquesan_38	to buy	nort2845	1869	ho'o	ho'o	h o ʔ o	hoko	POLLEX	1193	False	7
429	Hawaiian_52	to buy	hawa1245	1869	kū'ai	kū'ai	k uː ʔ a i		71458	808	False	
4724	Tuamotuan_246	to buy	tuam1242	1869	hoko	hoko	h o k o		POLLEX	1193	False	7
4250	Mangareva_239	to buy	mang1401	1869	'oko	'oko	ʔ o k o		POLLEX	1193	False	7
971	Maori_85	to buy	maor1246	1869	hoko	hoko	h o k o		Biggs-85-2005	1193	False	7
1502	Austral_128	to buy	aust1304	1869	ʔoʔo mai	ʔoʔo mai	ʔ o ʔ o _ m a i		Meyer-128-2005	1193	False	7
5725	Rapanui_264	to buy	rapa1244	1869	mono	mono	m o n o		POLLEX	977	False	
4487	Sikaiana_243	to buy	sika1261	1869	sui	sui	s u i		POLLEX	1326	False	8
2793	Tahitian_173	to buy	tahi1242	1869	ho'o mai	ho'o mai	h o ʔ o _ m a i		Clark-173-2005	1193	False	7
5726	Rapanui_264	to buy	rapa1244	1869	ho'o	ho'o	h o ʔ o		POLLEX	1193	True	7
#
247	NorthMarquesan_38	to chew	nort2845	321	nennahhu	nennahhu	n e n n a h h u	kakahu	POLLEX	556	True	
487	Hawaiian_52	to chew	hawa1245	321	mama	mama	m a m a		71458	78	False	1
4795	Tuamotuan_246	to chew	tuam1242	321	ŋau	ŋau	ŋ a u		POLLEX	1327	False	8
1024	Maori_85	to chew	maor1246	321	katikati	katikati	k a t i k a t i		Biggs-85-2005	163	False	
4543	Sikaiana_243	to chew	sika1261	321	maamaa	maamaa	m aː m aː		POLLEX	78	False	1
4319	Mangareva_239	to chew	mang1401	321	'amama	'amama	ʔ a m a m a		POLLEX	78	False	1
1572	Austral_128	to chew	aust1304	321	ʔauʔau	ʔauʔau	ʔ a u ʔ a u		Meyer-128-2005	1327	False	8
5791	Rapanui_264	to chew	rapa1244	321	mama	mama	m a m a		POLLEX	78	False	1
2852	Tahitian_173	to chew	tahi1242	321	'au'au	'au'au	ʔ a u ʔ a u		Clark-173-2005	1327	False	8
7618	Austral_1213	to chew	aust1304	321	ʔaʔa maGu	ʔaʔa maGu	ʔ a ʔ a _ m a ɢ u		Tamaititahio-1213-2015	1194	False	7
#
178	NorthMarquesan_38	to choose	nort2845	1750	vae	vae	v a e		POLLEX	140	False	10
436	Hawaiian_52	to choose	hawa1245	1750	wae	wae	w a e		71458	140	False	10
437	Hawaiian_52	to choose	hawa1245	1750	koho	koho	k o h o		71458	835	False	
4730	Tuamotuan_246	to choose	tuam1242	1750	koikoi	koikoi	k o i k o i		POLLEX	871	False	
977	Maori_85	to choose	maor1246	1750	whiri	firi	f i r i		Biggs-85-2005	79	False	1
1510	Austral_128	to choose	aust1304	1750	maʔiti	maʔiti	m a ʔ i t i		Meyer-128-2005	1050	False	6
5735	Rapanui_264	to choose	rapa1244	1750	vae	vae	v a e		POLLEX	140	False	10
4494	Sikaiana_243	to choose	sika1261	1750	hili	hili	h i l i		POLLEX	79	False	1
2799	Tahitian_173	to choose	tahi1242	1750	ma'iti	ma'iti	m a ʔ i t i		Clark-173-2005	1050	False	6
7573	Austral_1213	to choose	aust1304	1750	peGeGau	peGeGau	p e ɢ e ɢ a u		Tamaititahio-1213-2015	1286	False	
#
45	NorthMarquesan_38	to climb	nort2845	1102	hiti	hiti	h i t i		POLLEX	1051	False	6
342	Hawaiian_52	to climb	hawa1245	1102	pi'i	pi'i	p i ʔ i		71458	1051	False	6
883	Maori_85	to climb	maor1246	1102	piki	piki	p i k i		Biggs-85-2005	1051	False	6
1404	Austral_128	to climb	aust1304	1102	piʔi	piʔi	p i ʔ i		Meyer-128-2005	1051	False	6
4140	Mangareva_239	to climb	mang1401	1102	piki	piki	p i k i		POLLEX	1051	False	6
4403	Sikaiana_243	to climb	sika1261	1102	kake	kake	k a k e		POLLEX	656	False	32
2705	Tahitian_173	to climb	tahi1242	1102	ta'uma	ta'uma	t a ʔ u m a	pa'uma	Clark-173-2005	840	False	44
4617	Tuamotuan_246	to climb	tuam1242	1102	kake	kake	k a k e		POLLEX	656	False	32
